text,predicted_category,risk_score,confidence,sentiment_label,sentiment_score,alert_level,top_keywords,key_entities,analyst_summary
"I am a good Catholic boy. A convert no less, attracted by the rational tradition [Aquinas et al] and the emotional authenticity [in comp. with the faddishness of Anglicanism] to Roman Catholicism. I never had much time for the pope - or any other heirarchs - b…",Harassment,54.3,0.988,neutral,0.0,Medium,"['protestants', 'church', 'protestant', 'early', 'views', 'weird', 'christians', 'early church']","['John Emery (PERSON)', 'CHURCH (ORG)', 'Church (ORG)', 'Luther (PERSON)', ""Peter Brown's (PERSON)"", 'today (DATE)', 'the Triumph of the Church under Constantine (ORG)', 'God (PERSON)']","Harassment signal detected. Key terms: protestants, church, protestant, early, views, weird."
" ""savior"" that their Tolerent, aren't we? Their's was hardly the first faith/sect/cult to espouse this type of belief. and I keep hearing this, and while I'll agree that he ""should"" have come out (legally, that was his best option), he didn't; and as far as I …",Physical Threat,54.3,0.543,neutral,0.0,Medium,"['head', 'fault', 'standing', 'aren', 'll agree', 'sect', 'bang', 'damnation']",[],"Physical Threat signal detected. Key terms: head, fault, standing, aren, ll agree, sect."
" A question for you - can you give me the name of an organization or a philosophy or a political movement, etc., which has never had anything evil done in its name? You're missing a central teaching of Christianity - man is inherently sinful. We are saved thro…",Harassment,54.3,0.988,neutral,0.0,Medium,"['does', 'god', 'attain', 'women', 'faith', 'manage', 'christ', 'believing']","['Hannibal (PERSON)', 'Alps (LOC)', 'Pilgrim (ORG)']","Harassment signal detected. Key terms: does, god, attain, women, faith, manage."
 First by his fruits. The messiah comes to build the kingdom of heaven on the earth. He also comes to first reveal the root cause of original sin (fallen nature) and then provide a means to cut the connection to that original sin. He also wants to create world…,Harassment,54.2,0.986,neutral,0.0,Medium,"['messiah', 'god', 'elijah', 'jesus', 'god god', 'original sin', 'born', 'providence']","['earth (LOC)', 'World (ORG)', 'Jesus (PERSON)', 'Jesus 2000 (PERSON)', 'years ago (DATE)', 'Elijah (GPE)', 'John the (PERSON)', 'John (PERSON)']","Harassment signal detected. Key terms: messiah, god, elijah, jesus, god god, original sin."
ITEM: Klipsch Forte 2 Speakers CONDITION: Mint AGE: 6 months old PRICE: $1000/pair (retail: $1400/pair) These speakers are in perfect condition and used only in audiophile system. They are floor standing and come with all the original packagaing and literature…,Fraud,54.2,0.774,neutral,0.0,Medium,"['speakers', 'pair', 'condition', 'forte', 'old price', '1400', 'andrew cmu', 'cmu']","['Klipsch Forte 2 Speakers (ORG)', '6 months old (DATE)']","Fraud signal detected. Key terms: speakers, pair, condition, forte, old price, 1400."
": Lets talk about principles. If we accept that God sets the : standards for what ought to be included in Scripture - then we : can ask: : 1. Is it authoritative? ""Authoritative"" is not a quality of the writing itself- it is a statement by the community of fai…",Harassment,54.2,0.986,neutral,0.0,Medium,"['scripture', 'canon', 'books', 'apocryphal', 'jesus', 'book', 'apocrypha', 'psalms']","['Unger (ORG)', 'Apocrapha (PERSON)', 'Esther (PERSON)']","Harassment signal detected. Key terms: scripture, canon, books, apocryphal, jesus, book."
" If you don't agree with Joseph's accurate statement of the Catholic dogma of Mary's perpetual sinlessness, then how do you interpret Luke 1:28, And when the angel had come to her, he said, ""Hail, full of grace, the Lord is with thee. Blessed art thou among wo…",Harassment,54.1,0.984,neutral,0.0,Medium,"['faith', 'faith christ', 'christ', 'catholic', 'grace', 'mary', 'church', 'sinless']","['Joseph (PERSON)', 'Mary (PERSON)', 'Luke 1:28 (PERSON)', 'Blessed (PERSON)', 'Luke 1:48 (PERSON)', 'Mary  \n (PERSON)', ""Christ's Church (ORG)"", 'Church (ORG)']","Harassment signal detected. Key terms: faith, faith christ, christ, catholic, grace, mary."
"I would like to sell my Logitech Hand-held 256 Gray Scale Scanner. I originally bought it as a toy and have no practical use for it. Hardly ever used it. Package includes: -board -Scan-Mate software -Ansel Image Editing software -All original manuals, box, etc…",Fraud,54.0,0.771,neutral,0.0,Medium,"['originally', 'bought', 'software', 'software original', 'hardly used', 'toy', 'editing', 'gray']","['Logitech Hand (ORG)', ""Jan '92 (DATE)""]","Fraud signal detected. Key terms: originally, bought, software, software original, hardly used, toy."
I would like to sell some software. Shipping is $3 per order - 1 or more games in the continental U.S. $6 to Canada. Contact me for shipping to other locations. Contraption Zack $20 Perfect condition. Unregistered & all docs/disks/packaging A 3-D puzzle game w…,Fraud,53.9,0.769,neutral,0.0,Medium,"['docs', 'adlib', 'packaging', 'vga', 'unregistered', 'adventure', 'disks', 'perfect condition']","['U.S. (GPE)', 'Canada (GPE)', 'Unregistered & (ORG)', 'VGA (ORG)', 'Kyrandia (GPE)', 'Excalibur (ORG)', 'Virgin Mastertronic (PERSON)', 'Heir (LOC)']","Fraud signal detected. Key terms: docs, adlib, packaging, vga, unregistered, adventure."
" This is, apparently, what passes for intelligent discourse at Trinity. Joe ""FBI cultist"" Kusmierczak gets angry when its pointed out that the FBI has told him is a LIE, the mounting evidence is that they've lied about almost every detail of 4/19 except that t…",Physical Threat,53.9,0.539,neutral,0.0,Medium,"['joe', 'fbi', 'cultists', 'trapped', 'discourse', 'lied', 'mounting', 'passes']","['Trinity (ORG)', 'FBI (ORG)', 'LIE (ORG)']","Physical Threat signal detected. Key terms: joe, fbi, cultists, trapped, discourse, lied."
Following is a short note commenting on den Boer and Bosselaers' recent work on the MD5 message-digest algorithm. Feel free to email questions or further comments. -- Burt Kaliski RSA Laboratories ---------------------------------------------------------------…,Cyber,53.9,0.634,positive,1.0,Medium,"['md5', 'digest', 'message', 'message digest', 'collision', 'md5 message', '128', '128 bit']","['Boer (PERSON)', 'Bosselaers (PERSON)', 'Burt Kaliski\n (PERSON)', 'RSA Laboratories (ORG)', 'the MD5 Message-Digest Algorithm (ORG)', '\\author{Burton S. Kaliski Jr. (PERSON)', '\\tt (ORG)', 'Matthew J.B. Robshaw (PERSON)']","Cyber signal detected. Key terms: md5, digest, message, message digest, collision, md5 message."
" What about guns with non-lethal bullets, like rubber or plastic bullets. Would those work very well in stopping an attack?…",Physical Threat,53.9,0.539,negative,-1.0,Medium,"['bullets', 'lethal', 'rubber', 'stopping', 'plastic', 'attack', 'guns', 'non']",[],"Physical Threat signal detected. Key terms: bullets, lethal, rubber, stopping, plastic, attack."
" As I read the current wiretap law, it would not be legal now. On the other hand, assuming a legislative change, recording but not decrypting Clipper conversations would probably be found constitutional by the Supreme Court, using the same reasoning (or the la…",Cyber,53.9,0.634,neutral,0.0,Medium,"['recording', 'court', 'hand', 'courier', 'selective', 'lot', 'decrypting', 'incidentally']","['the Supreme\nCourt (ORG)', 'Court (ORG)', 'Don Alvarez (PERSON)', 'RISKS (ORG)']","Cyber signal detected. Key terms: recording, court, hand, courier, selective, lot."
Another issue of importance. Was the crucification the will of God or a tragic mistake. I believe it was a tragic mistake. God's will can never be accomplished through the disbelief of man. Jesus came to this world to build the kingdom of heaven on the earth. …,Harassment,53.8,0.979,neutral,0.0,Medium,"['jesus', 'earth', 'god', 'kingdom heaven', 'messiah', 'kingdom', 'impact', 'jewish']","['Jesus (PERSON)', 'earth (LOC)', 'NEVER (ORG)', '2000 years ago (DATE)', 'today (DATE)', 'Messiah (PERSON)', 'Christ (ORG)', 'almost 2000 years (DATE)']","Harassment signal detected. Key terms: jesus, earth, god, kingdom heaven, messiah, kingdom."
" The above article is a good short summary of traditional Christian teaching concerning the death of Mary. Also very good is ""Re: Question about the Virgin Mary"" by Micheal D. Walker. He tells the story very well. I would like to add that in the Eastern Orthod…",Harassment,53.8,0.977,neutral,0.0,Medium,"['mary', 'orthodox church', 'savior', 'christ', 'orthodox', 'mother', 'christians', 'death']","['Mary (PERSON)', 'the Virgin Mary (GPE)', 'Micheal D.\nWalker (PERSON)', 'the Eastern Orthodox Church (ORG)', 'Theotokos (PERSON)', 'this day (DATE)', 'the last day (DATE)', 'the Orthodox Church (ORG)']","Harassment signal detected. Key terms: mary, orthodox church, savior, christ, orthodox, mother."
A few points about Mary's being taken into heaven at the end of her life on earth: One piece of evidence for Mary's assumption into heaven is the fact that no Christian church ever claimed to be the sight where she was buried. Some Christian churches claimed t…,Harassment,53.7,0.976,neutral,0.0,Medium,"['mary', 'assumption', 'heaven', 'taken heaven', 'claimed', 'mother', 'catholic', 'die']","['Mary (PERSON)', 'Peter (PERSON)', 'Mark (PERSON)', 'Revelation (ORG)', 'Church (ORG)', 'Jesus (PERSON)', 'Christ (ORG)']","Harassment signal detected. Key terms: mary, assumption, heaven, taken heaven, claimed, mother."
" As you're no doubt aware, Phill, there are probably five or six different, mutually contradictory versions of the events in Waco on Feb. 28 all of which are from reputable news sources, ranging the the Associated Press to TIME to Newsweek. Some of the earlies…",Physical Threat,53.7,0.537,neutral,0.0,Medium,"['batf', 'expecting', 'phill', 'surprise', 'associated', 'answered', 'door', 'citizens']","['Phill (PERSON)', 'Waco (GPE)', 'Feb. 28 (DATE)', 'Newsweek (ORG)', 'AP (ORG)', 'BATF (GPE)', 'BATF (ORG)', 'the Associated Press (ORG)']","Physical Threat signal detected. Key terms: batf, expecting, phill, surprise, associated, answered."
" If I recall correctly, the bill would provide for concealed carry if the person takes a 15-hr DPS safety course in firearms and pays a $150 fee for the license. The bill is apparently veto-proof in the House, but LtGov Bullock has said it will never come to t…",Physical Threat,53.7,0.537,neutral,0.0,Medium,"['veto', 'vowed', 'carry person', 'said come', 'hr', 'concealed carry', 'pays', 'desk']","['House (ORG)', 'LtGov Bullock (PERSON)', 'Senate (ORG)', 'Annie (PERSON)']","Physical Threat signal detected. Key terms: veto, vowed, carry person, said come, hr, concealed carry."
"My family has never been particularly religious - singing Christmas carols is about the limit for them. Thus I've never really believed in God and heaven, although I don't actually believe that they don't exist either - I'm sort of undecided, probably like a l…",Harassment,53.6,0.974,neutral,0.0,Medium,"['religion', 'god', 'religions', 'believe', 'religious', 'christian', 'wondered', 'people']",['Christmas (DATE)'],"Harassment signal detected. Key terms: religion, god, religions, believe, religious, christian."
"Can a theist be truly objective? Can he be impartial when questioning the truth of his scriptures, or will he assume the superstition of his parents when questioning? I've often found it to be the case that the theist will stick to some kind of superstition wh…",Harassment,53.6,0.975,neutral,0.0,Medium,"['theist', 'god', 'belief', 'child', 'scripture', 've known', 'questioning', 've']",['Torah (PERSON)'],"Harassment signal detected. Key terms: theist, god, belief, child, scripture, ve known."
" There are exactly ZERO verses that ""clearly"" address the issues. The kind of interpretation I see as ""incredibly perverse"" is that applied to the story of Sodom as if it were a blanket equation of homosexual behavior and rape. Since Christians citing the Bibl…",Harassment,53.5,0.972,negative,-1.0,Medium,"['light', 'leviticus', 'god', 'paul', 'christians', 'behavior', 'rape', 'ritual']","['ZERO (GPE)', 'Sodom (ORG)', 'Paul (PERSON)', 'Spirit (ORG)']","Harassment signal detected. Key terms: light, leviticus, god, paul, christians, behavior."
" Actually I don't think there is any conflict if we really understand what these passages say. First, what is faith? If you study the meaning of the Greek and Hebrew words so translated I think you will come to the conclusion that the word means a *lot* more t…",Harassment,53.2,0.968,neutral,0.0,Medium,"['faith', 'paul', 'faithful', 'saved', 'meaning', 'faith works', 'means', 'think']","['James (PERSON)', 'today (DATE)', 'Paul (PERSON)', 'Paul (ORG)', 'Law (PERSON)', 'Gentiles (PERSON)', 'Jesus (PERSON)', 'Gentile (PERSON)']","Harassment signal detected. Key terms: faith, paul, faithful, saved, meaning, faith works."
"[referring to Mary] I have quite a problem with the idea that Mary never committed a sin. Was Mary fully human? If it is possible for God to miraculously make a person free of original sin, and free of committing sin their whole life, then what is the purpose …",Harassment,53.1,0.966,neutral,0.0,Medium,"['mary', 'sin', 'catholic', 'rest', 'jesus', 'virgin birth', 'perpetual', 'idea']","['Mary]\n\n (PERSON)', 'Mary (PERSON)', 'the Incarnation of Jesus (ORG)', 'Jesus (PERSON)']","Harassment signal detected. Key terms: mary, sin, catholic, rest, jesus, virgin birth."
" These surviving witnesses being members of which cult pray tell ?? We were having a discussion about whether Bush would have done anything differently. On the basis of Panama, Grenada, Tripoli, Kewait etc we decided that Bush would have asked for a surgical a…",Physical Threat,53.0,0.53,negative,-1.0,Medium,"['koresh', '17 children', 'cruise', 'holocaust', 'nice', 'children', 'attempting', 'cult']","['Bush (PERSON)', 'Panama (GPE)', 'Grenada (GPE)', 'Tripoli (GPE)', 'Kewait (GPE)', 'Koresh (GPE)', 'the United States (GPE)', 'FDR (PERSON)']","Physical Threat signal detected. Key terms: koresh, 17 children, cruise, holocaust, nice, children."
The ONLY unity I've found which is true is when all parties involved are disciples. I came out of a church in which even the different congregations were always competing and arguing about which one was better and who had the better messages (while none of the…,Harassment,53.0,0.964,neutral,0.0,Medium,"['church', 'unity', 'movement', 'disciples', 've', 'qualities', 'congregation', 'god']","['January (DATE)', 'Louisville (GPE)', 'years (DATE)', 'the previous April (DATE)', 'Kentucky (GPE)', 'Creeds (PERSON)', 'Scriptures (PERSON)']","Harassment signal detected. Key terms: church, unity, movement, disciples, ve, qualities."
"I have a Powerbook 170 4/40 that is over 1 year old with no warranty but, in perfect condition (with original Apple fax/modem), that I would consider selling you for around a $1000. Get back to me with what you think would be equitable arrangements (sp?). Have…",Fraud,52.9,0.756,neutral,0.0,Medium,"['ts', 'condition original', 'nemesis', 'manuals disks', 'arrangements', 'fax modem', 'threw', '170']","['1 year old (DATE)', 'Apple (ORG)', 'Mac (ORG)']","Fraud signal detected. Key terms: ts, condition original, nemesis, manuals disks, arrangements, fax modem."
" I keep hearing people say this. It assumes that we, at some point, had a choice at the ballot box: ""Vote yes or no I want the FBI and BATF to become latter-day Gestapos"". That just isn't so. The process is far more complex. We do not have direct control over …",Physical Threat,52.9,0.529,neutral,0.0,Medium,"['got wanted', 'just isn', 'contribution', 'absurd', 'bureaucracy', 'people say', 'fbi batf', 'evaluate']","['FBI (ORG)', 'BATF (GPE)', ';-) (PERSON)']","Physical Threat signal detected. Key terms: got wanted, just isn, contribution, absurd, bureaucracy, people say."
